Agence de rattachement,Sexe ,Age,Situation Matrimoniale,Occupation/profession,Nombres de mois de cotisation,Nombres de plans cotisés,Nombre de plans cotisés à terme,Montant de l'épargne cotisé,Nombre de transactions enregistrées,Nombre de crédits demandés,Montant de crédits demandés,Secteur d'activité économique du crédit demandé,Sous Secteur d'activité économique du crédit demandé,Nombres de crédit octroyés,Cotisation au RPC,Cautionnement signé,Revenus du Garant
A234, M ,31.0, Marié ,Commerce,36,38,33,1078500,589,3,810000.0, COMMERCE , Informel ,3,1.0, Oui ,150000.0
A313, M ,27.0, Marié ,Commerce,34,35,32,1926500,260,2,1000000.0, COMMERCE , Informel ,1,1.0, Oui ,280000.0
A234, F ,44.0, Marié ,Commerce,36,49,36,5538000,547,1,1000000.0, COMMERCE , Informel ,1,1.0, Non ,280000.0
A267, M ,32.0, Célibataire ,Commerce,36,40,31,4398000,491,4,3300000.0, COMMERCE , Informel ,2,1.0, Non ,280000.0
A315, M ,44.0, Marié ,Commerce,36,70,67,7638000,1213,4,2900000.0, COMMERCE , Formel ,3,1.0, Non ,280000.0
A260, F ,35.0, Marié ,Commerce,16,16,4,783500,64,1,500000.0, COMMERCE , Informel ,1,1.0, Non ,280000.0
A349, F ,40.0, Inconnue ,Commerce,36,37,33,2136000,555,4,2000000.0, COMMERCE , Informel ,3,1.0, Non ,280000.0
A267, F ,39.0, Marié ,Commerce,28,29,5,853500,220,2,800000.0, COMMERCE , Informel ,1,1.0, Oui ,203000.0
A320, F ,28.0, Marié ,Commerce,9,9,6,186000,108,2,450000.0, COMMERCE , Formel ,1,1.0, Oui ,70000.0
A346, F ,52.0, Marié ,Commerce,29,31,25,1392600,125,1,500000.0, COMMERCE , Informel ,0,1.0, Non ,70000.0
A244, M ,27.0, Célibataire ,Couture,30,31,29,2385000,244,2,750000.0, COMMERCE , Informel ,2,1.0, Non ,70000.0
A351, F ,35.0, Marié ,Commerce,18,20,6,234000,81,1,100000.0, COMMERCE , Informel ,1,1.0, Oui ,60000.0
A346, M ,30.0, Marié ,Commerce,26,27,21,479700,354,1,500000.0, COMMERCE , Informel ,0,1.0, Non ,60000.0
A324, F ,45.0, Marié ,Commerce,34,34,15,4110000,438,2,1000000.0, COMMERCE , Formel ,0,1.0, Oui ,300000.0
A317, F ,34.0, Marié ,Commerce,36,77,63,1430200,1011,2,650000.0, COMMERCE , Formel ,1,1.0, Oui ,100000.0
A314, M ,48.0, Marié ,Commerce,36,39,5,831200,587,2,400000.0, COMMERCE , Informel ,1,1.0, Oui ,200000.0
A351, F ,42.0, Célibataire ,Commerce,36,37,15,723100,273,4,720000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A315, M ,46.0, Marié ,Commerce,36,37,12,1616000,517,2,800000.0, COMMERCE , Formel ,2,1.0, Oui ,70000.0
A230, F ,32.0, Marié ,Commerce,36,36,34,2089500,588,3,1350000.0, COMMERCE , Informel ,3,1.0, Non ,70000.0
A344, F ,29.0, Marié ,Commerce,36,55,55,2259900,491,2,450000.0, COMMERCE , Formel ,1,1.0, Non ,70000.0
A338, F ,28.0, Marié ,Commerce,26,27,8,890000,81,3,1500000.0, COMMERCE , Informel ,3,1.0, Non ,70000.0
A344, F ,53.0, Marié ,Commerce,35,40,30,1404500,515,1,400000.0, COMMERCE , Informel ,0,1.0, Oui ,60000.0
A284, F ,43.0, Marié ,Commerce,34,35,1,718000,266,3,800000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,60000.0
A238, F ,40.0, Célibataire ,Commerce,25,28,24,821000,314,1,300000.0, COMMERCE , Informel ,1,1.0, Oui ,100000.0
A270, F ,39.0, Marié ,Commerce,31,32,9,870000,69,2,750000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A260, M ,29.0, Marié ,Commerce,32,33,17,2561500,175,4,2069000.0, COMMERCE , Informel ,4,1.0, Non ,100000.0
A315, F ,43.0, Marié ,Commerce,37,39,7,2546000,661,3,2500000.0, COMMERCE , Formel ,2,1.0, Non ,100000.0
A313, F ,34.0, Marié ,Commerce,21,21,10,574500,151,2,600000.0, COMMERCE , Formel ,1,1.0, Non ,100000.0
A313, F ,46.0, Marié ,Commerce,37,38,5,1120500,472,3,1400000.0, COMMERCE , Formel ,2,1.0, Non ,100000.0
A284, M ,34.0, Marié ,Commerce,37,40,34,2999000,55,3,1500000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,100000.0
A314, M ,33.0, Marié ,Commerce,25,26,4,621000,328,1,300000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A351, F ,41.0, Veuf ,Commerce,37,42,1,672600,556,4,680000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A362, F ,30.0, Marié ,Commerce,36,38,28,2364000,311,3,1260000.0, COMMERCE , Formel ,0,1.0, Non ,150000.0
A270, M ,34.0, Marié ,Commerce,36,36,18,2190500,106,2,800000.0, COMMERCE , Informel ,1,1.0, Non ,150000.0
A344, M ,38.0, Marié ,Artisan,37,38,19,491500,376,3,400000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A297, F ,25.0, Marié ,Commerce,31,32,20,331000,296,1,150000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,150000.0
A328, M ,33.0, Inconnue ,Administration,37,43,38,6185000,443,2,1500000.0, COMMERCE , Formel ,1,1.0, Non ,150000.0
A318, F ,51.0, Célibataire ,Commerce,33,35,6,1425000,290,2,800000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,150000.0
A269, M ,24.0, Marié ,Commerce,35,37,14,2093500,460,2,900000.0, COMMERCE , Informel ,2,0.0, Non ,150000.0
A300, F ,33.0, Célibataire ,Commerce,27,27,22,2090000,93,2,1000000.0, COMMERCE , Informel ,1,1.0, Non ,150000.0
A345, F ,47.0, Marié ,Autres,37,37,33,2158000,322,3,1500000.0, COMMERCE , Informel ,3,1.0, Non ,150000.0
A335, M ,30.0, Marié ,Commerce,9,11,10,577500,44,1,500000.0, COMMERCE , Formel ,1,1.0, Oui ,0.0
A263, F ,35.0, Marié ,Commerce,37,40,11,895000,404,3,580000.0, COMMERCE , Formel ,1,1.0, Non ,0.0
A324, M ,53.0, Marié ,Commerce,36,36,14,860800,603,4,960000.0, COMMERCE , Informel ,1,1.0, Non ,0.0
A348, M ,42.0, Marié ,Commerce,23,27,9,1439500,199,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,80000.0
A260, F ,29.0, Marié ,Commerce,35,36,33,974000,386,2,386000.0, COMMERCE , Informel ,2,0.9219478098788444, Oui ,65000.0
A341, F ,44.0, Marié ,Commerce,33,33,9,476000,254,2,560000.08, COMMERCE , Informel ,1,1.0, Non ,65000.0
A300, F ,27.0, Marié ,Commerce,27,28,24,1747000,344,2,1000000.0, COMMERCE , Informel ,2,1.0, Oui ,200000.0
A297, F ,25.0, Marié ,Commerce,37,38,34,1098000,528,1,300000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,100000.0
A362, F ,30.0, Marié ,Couture,37,40,31,842000,405,3,650000.0, COMMERCE , Informel ,0,1.0, Non ,100000.0
A340, F ,38.0, Célibataire ,Commerce,36,37,34,497000,194,3,390000.0, COMMERCE , Informel ,3,1.0, Non ,100000.0
A269, F ,38.0, Marié ,Commerce,26,27,12,431200,193,2,300000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A344, F ,56.0, Marié ,Couture,36,36,15,694000,443,2,400000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,100000.0
A310, F ,32.0, Marié ,Commerce,32,33,22,1252200,507,2,1000000.0, COMMERCE , Formel ,2,0.9219478098788444, Non ,80000.0
A349, F ,41.0, Marié ,Commerce,37,38,7,578000,431,2,550000.0, COMMERCE , Informel ,2,1.0, Non ,80000.0
A349, M ,35.0, Marié ,Restauration,37,41,34,2189600,132,3,1500000.0, COMMERCE , Informel ,3,1.0, Non ,80000.0
A328, F ,51.0, Célibataire ,Commerce,31,56,45,4961000,469,1,500000.0, COMMERCE , Formel ,1,1.0, Oui ,400000.0
A284, M ,36.0, Célibataire ,Commerce,35,36,24,837000,115,2,520000.0, COMMERCE , Formel ,1,0.0, Non ,400000.0
A241, M ,31.0, Marié ,Commerce,35,36,26,2041000,347,5,1470000.0, COMMERCE , Informel ,4,1.0, Non ,400000.0
A335, F ,25.0, Marié ,Commerce,37,38,23,1927500,558,3,1400000.0, COMMERCE , Formel ,3,1.0, Non ,400000.0
A257, F ,43.0, Marié ,Commerce,31,34,24,7752000,275,1,1000000.0, COMMERCE , Informel ,1,1.0, Oui ,100000.0
A344, M ,38.0, Marié ,Commerce,29,31,23,3397000,240,2,900000.0, COMMERCE , Formel ,2,1.0, Non ,100000.0
A241, M ,23.0, Célibataire ,Commerce,6,6,5,242500,28,1,200000.0, COMMERCE , Informel ,1,1.0, Oui ,50000.0
A340, M ,33.0, Marié ,Restauration,29,29,3,770000,217,3,1100000.0, COMMERCE , Informel ,2,1.0, Non ,50000.0
A269, F ,44.0, Veuf ,Commerce,28,29,5,607000,272,3,900000.0, COMMERCE , Informel ,1,1.0, Non ,50000.0
A284, M ,49.0, Marié ,Commerce,32,34,28,1751500,307,4,1900000.0, COMMERCE , Formel ,2,0.9219478098788444, Non ,50000.0
A267, F ,38.0, Marié ,Couture,30,30,4,532000,106,2,350000.0, COMMERCE , Informel ,2,1.0, Non ,50000.0
A324, F ,37.0, Marié ,Commerce,36,36,21,438500,445,2,265000.0, COMMERCE , Informel ,1,1.0, Non ,50000.0
A257, M ,34.0, Marié ,Commerce,34,36,26,503800,301,2,260000.0, COMMERCE , Informel ,1,1.0, Oui ,50000.0
A350, F ,53.0, Marié ,Commerce,28,30,0,181000,308,1,100000.0, COMMERCE , Informel ,0,0.0, Oui ,100000.0
A297, F ,31.0, Marié ,Commerce,37,40,36,1307000,649,2,750000.0, COMMERCE , Informel ,0,0.9219478098788444, Oui ,950000.0
A325, F ,37.0, Célibataire ,Commerce,14,15,3,1825000,155,1,1000000.0, COMMERCE , Formel ,0,1.0, Oui ,250000.0
A305, M ,38.0, Marié ,Commerce,36,37,34,2164000,184,3,1500000.0, COMMERCE , Informel ,1,0.0, Non ,250000.0
A319, F ,64.0, Veuf ,Commerce,28,28,24,551100,411,1,150000.0, COMMERCE , Informel ,0,1.0, Oui ,50000.0
A341, M ,44.0, Marié ,Commerce,36,37,30,1996000,101,3,1500000.0, COMMERCE , Informel ,2,1.0, Non ,50000.0
A315, M ,38.0, Marié ,Commerce,36,36,29,2008000,493,2,1100000.0, COMMERCE , Formel ,2,1.0, Non ,50000.0
A304, F ,52.0, Marié ,Commerce,37,39,38,4001000,535,2,1500000.0, COMMERCE , Formel ,1,1.0, Oui ,200000.0
A282, F ,57.0, Marié ,Commerce,37,39,23,1157500,249,1,280000.0, COMMERCE , Informel ,1,1.0, Non ,200000.0
A349, M ,35.0, Inconnue ,Commerce,37,42,38,5376500,617,3,2000000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A341, F ,37.0, Marié ,Commerce,31,34,14,373300,238,1,260000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A300, M ,63.0, Marié ,Commerce,37,37,35,2226000,679,2,1000000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A303, M ,31.0, Célibataire ,Commerce,32,34,22,1127500,459,2,522000.0, COMMERCE , Informel ,1,1.0, Non ,150000.0
A260, F ,36.0, Divorcé ,Commerce,27,48,24,2251800,652,3,1022000.0, COMMERCE , Formel ,3,1.0, Non ,150000.0
A349, F ,46.0, Inconnue ,Commerce,37,38,28,2436000,148,3,1300000.0, COMMERCE , Formel ,3,1.0, Non ,150000.0
A315, F ,52.0, Veuf ,Commerce,37,44,35,1593000,416,2,300000.0, COMMERCE , Formel ,2,1.0, Non ,185000.0
A314, M ,47.0, Marié ,Commerce,8,9,3,235200,29,2,750000.0, COMMERCE , Formel ,1,1.0, Non ,185000.0
A251, M ,35.0, Marié ,Commerce,31,32,32,3384000,545,3,2500000.0, COMMERCE , Informel ,3,1.0, Non ,150000.0
A351, M ,42.0, Marié ,Administration,35,35,18,1883500,362,4,2000000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A300, M ,54.0, Marié ,Commerce,37,37,34,3482000,466,5,2800000.0, COMMERCE , Informel ,1,1.0, Non ,150000.0
A350, M ,48.0, Marié ,Commerce,27,28,5,1442000,167,1,500000.0, COMMERCE , Informel ,1,0.0, Oui ,500000.0
A341, F ,36.0, Marié ,Commerce,37,46,39,2015200,452,2,760000.0, COMMERCE , Informel ,0,1.0, Non ,500000.0
A315, F ,37.0, Veuf ,Couture,37,40,39,1201000,458,2,600000.0, COMMERCE , Formel ,2,1.0, Non ,500000.0
A350, M ,49.0, Marié ,Commerce,37,37,25,4067000,462,5,4000000.0, COMMERCE , Informel ,3,0.0, Non ,500000.0
A257, M ,30.0, Célibataire ,Commerce,31,32,14,371000,286,1,183000.0, COMMERCE , Informel ,0,1.0, Oui ,100000.0
A270, F ,43.0, Marié ,Commerce,37,39,7,6550000,549,4,4000000.0, COMMERCE , Informel ,2,1.0, Non ,100000.0
A328, F ,37.0, Marié ,Commerce,37,37,23,974500,390,2,500000.0, COMMERCE , Formel ,2,1.0, Non ,100000.0
A284, M ,26.0, Marié ,Commerce,37,39,27,1805000,456,6,3200000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,100000.0
A260, F ,25.0, Célibataire ,Commerce,35,37,30,919500,105,3,618000.0, COMMERCE , Informel ,3,1.0, Non ,100000.0
A352, F ,31.0, Marié ,Commerce,34,69,69,1279100,1068,2,500000.0, COMMERCE , Formel ,1,1.0, Oui ,0.0
A350, M ,37.0, Marié ,Administration,36,44,39,2414000,103,4,2000000.0, COMMERCE , Informel ,4,0.0, Non ,0.0
A328, F ,32.0, Célibataire ,Commerce,37,59,38,2418500,735,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,170000.0
A244, M ,24.0, Marié ,Commerce,34,35,30,1269500,510,4,1190000.0, COMMERCE , Informel ,3,1.0, Non ,170000.0
A324, F ,61.0, Marié ,Commerce,31,31,31,961000,112,2,510000.0, COMMERCE , Formel ,1,1.0, Non ,170000.0
A251, M ,33.0, Marié ,Artisan,37,39,32,1810100,531,1,1000000.0, COMMERCE , Formel ,1,1.0, Non ,170000.0
A269, F ,56.0, Marié ,Commerce,37,38,10,1082000,411,3,550000.0, COMMERCE , Informel ,1,1.0, Non ,170000.0
A305, M ,25.0, Marié ,Commerce,37,38,30,1536500,249,3,1272000.0, COMMERCE , Informel ,2,0.0, Non ,170000.0
A304, M ,34.0, Marié ,Commerce,23,23,7,1340000,101,2,1000000.0, COMMERCE , Formel ,0,1.0, Non ,170000.0
A351, M ,21.0, Marié ,Tech_reparation,24,24,20,334500,283,1,130000.0, COMMERCE , Formel ,1,1.0, Oui ,150000.0
A324, M ,31.0, Marié ,Commerce,30,34,15,623500,358,2,490000.0, COMMERCE , Formel ,1,1.0, Non ,150000.0
A247, F ,47.0, Marié ,Commerce,27,28,22,638500,292,1,200000.0, COMMERCE , Informel ,0,1.0, Oui ,65000.0
A313, M ,29.0, Marié ,Commerce,21,30,6,540600,44,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,180000.0
A320, F ,29.0, Marié ,Commerce,16,17,8,475000,210,1,500000.0, COMMERCE , Formel ,1,1.0, Oui ,105000.0
A301, M ,28.0, Marié ,Commerce,21,24,14,307500,163,3,438000.0, COMMERCE , Formel ,1,1.0, Oui ,80000.0
A348, F ,33.0, Marié ,Commerce,37,54,34,1181900,608,3,900000.0, COMMERCE , Informel ,3,1.0, Non ,80000.0
A344, F ,56.0, Marié ,Commerce,37,41,39,5087000,650,3,1500000.0, COMMERCE , Informel ,2,1.0, Non ,80000.0
A344, M ,31.0, Marié ,Commerce,36,36,20,1011500,365,4,1050000.0, COMMERCE , Formel ,3,1.0, Non ,80000.0
A230, M ,26.0, Marié ,Commerce,35,37,17,3087300,536,3,1600000.0, COMMERCE , Informel ,3,1.0, Non ,80000.0
A351, F ,22.0, Célibataire ,Commerce,36,37,31,1658200,273,3,1100000.0, COMMERCE , Informel ,3,1.0, Non ,80000.0
A267, F ,55.0, Marié ,Commerce,37,38,36,1161000,382,3,800000.0, COMMERCE , Informel ,1,1.0, Non ,80000.0
A234, F ,28.0, Marié ,Commerce,29,30,21,710700,277,2,750000.0, COMMERCE , Informel ,1,1.0, Non ,80000.0
A234, F ,38.0, Marié ,Commerce,28,31,24,766500,266,1,300000.0, COMMERCE , Informel ,1,1.0, Oui ,60000.0
A315, F ,33.0, Marié ,Commerce,37,41,38,2804300,743,3,2300000.0, COMMERCE , Formel ,1,1.0, Non ,60000.0
A315, M ,40.0, Marié ,Commerce,28,30,11,1021500,455,1,350000.0, COMMERCE , Formel ,1,1.0, Oui ,100000.0
A315, F ,58.0, Marié ,Commerce,34,34,11,855000,552,1,500000.0, COMMERCE , Formel ,0,1.0, Oui ,56000.0
A257, F ,19.0, Marié ,Commerce,37,47,36,4390000,589,4,2159000.0, COMMERCE , Informel ,3,1.0, Non ,56000.0
A310, M ,34.0, Marié ,Commerce,33,34,31,1001000,412,3,1150000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,56000.0
A349, M ,43.0, Célibataire ,Transport,37,47,23,1528000,516,3,1300000.0, COMMERCE , Informel ,3,1.0, Non ,56000.0
A328, M ,31.0, Célibataire ,Restauration,34,35,20,1766000,181,3,1300000.0, COMMERCE , Informel ,2,1.0, Non ,56000.0
A269, M ,34.0, Célibataire ,Commerce,38,41,23,5943000,69,4,3400000.0, COMMERCE , Formel ,1,1.0, Non ,56000.0
A362, M ,33.0, Célibataire ,Commerce,37,37,24,937000,393,2,520000.0, COMMERCE , Informel ,0,1.0, Oui ,70000.0
A267, F ,36.0, Marié ,Commerce,34,35,21,1855000,47,4,1750000.0, COMMERCE , Informel ,2,1.0, Non ,70000.0
A338, M ,45.0, Célibataire ,Commerce,23,24,4,701000,75,1,500000.0, COMMERCE , Informel ,1,1.0, Oui ,150000.0
A362, F ,49.0, Marié ,Commerce,37,39,10,1760000,61,3,1500000.0, COMMERCE , Informel ,1,1.0, Non ,150000.0
A344, F ,31.0, Marié ,Commerce,28,30,15,716000,118,2,550000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A328, M ,33.0, Célibataire ,Commerce,33,34,33,3193000,87,2,1250000.0, COMMERCE , Informel ,2,1.0, Non ,150000.0
A247, M ,34.0, Marié ,Transport,38,38,35,2916000,141,3,1950000.0, COMMERCE , Informel ,0,1.0, Non ,150000.0
A269, M ,48.0, Marié ,Commerce,38,51,29,40514500,498,3,3000000.0, COMMERCE , Formel ,2,1.0, Non ,150000.0
A310, F ,40.0, Marié ,Commerce,36,36,19,440500,349,1,125000.0, COMMERCE , Formel ,0,1.0, Oui ,120000.0
A351, F ,38.0, Célibataire ,Commerce,31,31,3,1215000,41,4,1550000.0, COMMERCE , Informel ,3,1.0, Non ,120000.0
A270, F ,53.0, Marié ,Commerce,38,38,9,2012000,502,3,1600000.0, COMMERCE , Formel ,3,0.9219478098788444, Non ,120000.0
A301, M ,42.0, Marié ,Commerce,35,40,23,1476600,395,2,1000000.0, COMMERCE , Formel ,1,1.0, Oui ,170000.0
A260, F ,41.0, Marié ,Commerce,38,38,34,927600,428,4,636000.0, COMMERCE , Informel ,4,1.0, Oui ,150000.0
A305, M ,48.0, Marié ,Commerce,30,30,25,1373000,139,2,772000.0, COMMERCE , Formel ,1,0.0, Non ,150000.0
A247, F ,54.0, Marié ,Commerce,38,38,30,1043000,365,2,400000.0, COMMERCE , Informel ,0,1.0, Oui ,75000.0
A301, M ,44.0, Marié ,Commerce,35,86,65,11303000,362,1,1000000.0, COMMERCE , Formel ,1,1.0, Oui ,200000.0
A328, M ,29.0, Célibataire ,Restauration,32,42,31,1548000,224,2,750000.0, COMMERCE , Formel ,1,1.0, Oui ,200000.0
A267, F ,43.0, Marié ,Commerce,38,40,23,3523000,472,4,3500000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A362, F ,36.0, Marié ,Commerce,37,39,38,549000,46,3,390000.0, COMMERCE , Informel ,0,1.0, Non ,200000.0
A300, M ,26.0, Célibataire ,Commerce,38,49,45,3136200,675,2,800000.0, COMMERCE , Informel ,2,1.0, Non ,200000.0
A267, F ,34.0, Marié ,Téléphonie_mobile,28,29,15,1238000,260,2,1000000.0, COMMERCE , Informel ,0,1.0, Oui ,200000.0
A305, F ,53.0, Divorcé ,Commerce,35,39,27,1725000,141,3,1272000.0, COMMERCE , Informel ,2,0.0, Non ,200000.0
A348, M ,48.0, Marié ,Commerce,32,37,19,1872500,232,2,1000000.0, COMMERCE , Formel ,2,1.0, Non ,200000.0
A349, F ,43.0, Inconnue ,Commerce,37,38,2,666500,371,3,650000.0, COMMERCE , Informel ,3,1.0, Non ,200000.0
A348, M ,45.0, Marié ,Commerce,38,54,48,1981100,582,4,1700000.0, COMMERCE , Informel ,4,1.0, Non ,200000.0
A335, M ,43.0, Marié ,Commerce,37,37,27,2430000,403,3,1500000.0, COMMERCE , Formel ,3,1.0, Non ,200000.0
A297, M ,29.0, Célibataire ,Commerce,29,30,20,2366100,323,1,1000000.0, COMMERCE , Informel ,0,1.0, Oui ,200000.0
A324, M ,49.0, Marié ,Commerce,38,38,35,1125000,619,3,740000.0, COMMERCE , Formel ,0,1.0, Non ,200000.0
A313, F ,30.0, Marié ,Commerce,38,39,29,1926800,227,5,2250000.0, COMMERCE , Formel ,3,1.0, Non ,200000.0
A304, F ,33.0, Marié ,Commerce,38,40,37,5140000,235,2,2000000.0, COMMERCE , Formel ,1,1.0, Oui ,250000.0
A280, F ,47.0, Marié ,Commerce,37,37,13,738800,209,3,800000.0, COMMERCE , Informel ,1,1.0, Non ,250000.0
A260, F ,32.0, Marié ,Commerce,38,40,30,1679500,315,2,1000000.0, COMMERCE , Informel ,2,1.0, Oui ,180000.0
A269, F ,47.0, Marié ,Commerce,38,41,8,7510000,570,4,4000000.0, COMMERCE , Formel ,1,1.0, Non ,180000.0
A350, M ,35.0, Marié ,Commerce,21,25,7,487500,51,3,700000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,180000.0
A348, F ,36.0, Marié ,Commerce,32,35,26,5519000,227,3,1500000.0, COMMERCE , Formel ,3,0.9219478098788444, Non ,180000.0
A267, M ,36.0, Marié ,Commerce,30,32,13,1269000,111,2,1000000.0, COMMERCE , Informel ,0,1.0, Non ,180000.0
A270, F ,33.0, Marié ,Commerce,38,43,8,803000,235,1,300000.0, COMMERCE , Informel ,0,1.0, Oui ,100000.0
A340, M ,38.0, Marié ,Commerce,38,38,26,969000,458,4,890000.0, COMMERCE , Informel ,4,0.9219478098788444, Non ,100000.0
A346, F ,31.0, Marié ,Commerce,31,33,21,812000,361,2,268000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A351, M ,34.0, Marié ,Commerce,38,40,36,2324000,251,4,2000000.0, COMMERCE , Informel ,3,1.0, Non ,100000.0
A270, M ,33.0, Inconnue ,Commerce,38,38,38,6615000,643,2,1500000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A267, F ,42.0, Marié ,Commerce,28,28,12,664500,106,3,1200000.0, COMMERCE , Informel ,2,1.0, Non ,100000.0
A241, F ,52.0, Marié ,Commerce,38,38,33,1134500,212,5,740000.0, COMMERCE , Informel ,4,1.0, Non ,100000.0
A284, F ,34.0, Marié ,Couture,37,39,26,1784000,168,4,1800000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,100000.0
A284, F ,46.0, Marié ,Commerce,38,39,1,342300,284,4,900000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,100000.0
A244, M ,26.0, Marié ,Commerce,23,25,12,1369000,161,2,823000.0, COMMERCE , Informel ,1,1.0, Oui ,100000.0
A348, F ,61.0, Marié ,Commerce,31,33,23,410500,192,3,550000.0, COMMERCE , Informel ,3,1.0, Non ,110000.0
A318, M ,37.0, Marié ,Commerce,37,49,32,1031600,431,1,300000.0, COMMERCE , Informel ,0,1.0, Oui ,80000.0
A351, F ,40.0, Marié ,Commerce,37,37,28,2064000,225,3,1390000.0, COMMERCE , Informel ,3,1.0, Non ,80000.0
A348, M ,53.0, Marié ,Autres,38,38,4,1595000,513,2,900000.0, COMMERCE , Informel ,2,0.9219478098788444, Non ,80000.0
A348, M ,47.0, Marié ,Commerce,28,30,9,1455000,139,2,1200000.0, COMMERCE , Informel ,2,1.0, Non ,80000.0
A351, F ,28.0, Marié ,Commerce,31,31,28,1007500,40,4,1210000.0, COMMERCE , Informel ,3,1.0, Non ,80000.0
A346, F ,33.0, Marié ,Commerce,38,40,35,557500,450,3,430000.0, COMMERCE , Informel ,3,1.0, Non ,80000.0
A346, F ,44.0, Marié ,Commerce,29,30,15,358400,350,2,280000.0, COMMERCE , Informel ,2,1.0, Non ,80000.0
A238, M ,25.0, Marié ,Commerce,34,34,16,578000,372,1,250000.0, COMMERCE , Informel ,1,0.0, Oui ,0.0
A313, M ,26.0, Célibataire ,Commerce,33,45,24,953500,542,2,650000.0, COMMERCE , Formel ,1,1.0, Non ,0.0
A238, M ,36.0, Marié ,Artisan,37,38,19,973500,303,4,1150000.0, COMMERCE , Informel ,3,1.0, Non ,0.0
A344, F ,42.0, Veuf ,Commerce,35,37,19,423000,438,1,125000.0, COMMERCE , Informel ,1,1.0, Oui ,60000.0
A328, F ,41.0, Marié ,Commerce,38,39,30,989200,383,3,655000.0, COMMERCE , Informel ,2,1.0, Non ,100000.0
A267, M ,53.0, Marié ,Commerce,38,39,24,938000,632,4,840000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A267, F ,37.0, Marié ,Commerce,37,38,24,4750000,61,4,3000000.0, COMMERCE , Informel ,2,1.0, Non ,100000.0
A324, F ,37.0, Marié ,Commerce,31,32,16,351600,336,2,220000.0, COMMERCE , Formel ,0,1.0, Non ,100000.0
A349, M ,29.0, Célibataire ,Commerce,34,34,16,1726500,393,3,1500000.0, COMMERCE , Formel ,3,1.0, Non ,100000.0
A267, F ,49.0, Marié ,Commerce,38,39,36,4212000,559,3,2785000.0, COMMERCE , Informel ,2,1.0, Non ,100000.0
A304, F ,56.0, Marié ,Commerce,38,42,31,2112300,709,2,772000.0, COMMERCE , Informel ,1,1.0, Non ,100000.0
A351, F ,60.0, Veuf ,Commerce,38,43,40,5766600,658,5,2500000.0, COMMERCE , Informel ,5,1.0, Non ,100000.0
A284, F ,36.0, Marié ,Commerce,29,29,6,910700,140,2,800000.0, COMMERCE , Informel ,1,0.0, Non ,100000.0
A348, M ,34.0, Marié ,Commerce,26,29,11,1015000,103,2,950000.0, COMMERCE , Informel ,2,1.0, Non ,100000.0
A270, M ,33.0, Marié ,Commerce,38,39,9,2713000,546,4,2100000.0, COMMERCE , Informel ,2,1.0, Non ,100000.0
A320, F ,34.0, Marié ,Commerce,38,38,26,686500,397,3,450000.0, COMMERCE , Informel ,3,1.0, Non ,100000.0
A269, F ,43.0, Marié ,Commerce,18,18,4,630000,99,1,350000.0, COMMERCE , Informel ,1,1.0, Oui ,70000.0
A267, M ,31.0, Célibataire ,Commerce,38,38,38,2632000,127,2,500000.0, COMMERCE , Informel ,0,1.0, Oui ,400000.0
A303, M ,34.0, Marié ,Commerce,38,42,36,3422200,464,2,900000.0, COMMERCE , Informel ,1,1.0, Non ,400000.0
A238, F ,33.0, Marié ,Commerce,36,42,22,1452500,415,3,1050000.0, COMMERCE , Informel ,3,0.0, Non ,400000.0
A284, F ,28.0, Marié ,Commerce,38,41,31,1370000,72,3,900000.0, COMMERCE , Informel ,1,0.9219478098788444, Non ,400000.0
A349, M ,48.0, Marié ,Commerce,21,37,21,851000,157,2,800000.0, COMMERCE , Informel ,2,1.0, Oui ,110000.0
